Date,Conductance,LocationIdentifier,HydrologicCondition,HydrologicEvent,,,,,,,,,,,,,,,,,,,,,ProjectIdentifier,ActivityConductingOrganizationText,ActivityCommentText,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultStatusIdentifier,ActivityStartTime/Time
1965-07-14,286,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-07-31,1965-07-31,1965-07-31,,,,,USGS,USGS,Unknown,Historical,
1965-08-01,357,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-08-07,1965-08-07,1965-08-07,,,,,USGS,USGS,Unknown,Historical,
1965-08-08,498,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-08-31,1965-08-31,1965-08-31,,,,,USGS,USGS,Unknown,Historical,
1965-09-01,530,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-09-30,1965-09-30,1965-09-30,,,,,USGS,USGS,Unknown,Historical,
1965-09-09,479,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1965-10-01,503,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-10-31,1965-10-31,1965-10-31,,,,,USGS,USGS,Unknown,Historical,
1965-11-01,575,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-11-30,1965-11-30,1965-11-30,,,,,USGS,USGS,Unknown,Historical,
1965-11-29,646,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1965-12-01,591,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1965-12-31,1965-12-31,1965-12-31,,,,,USGS,USGS,Unknown,Historical,
1966-01-01,623,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-01-31,1966-01-31,1966-01-31,,,,,USGS,USGS,Unknown,Historical,
1966-02-01,619,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-02-28,1966-02-28,1966-02-28,,,,,USGS,USGS,Unknown,Historical,
1966-03-01,602,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-03-26,1966-03-26,1966-03-26,,,,,USGS,USGS,Unknown,Historical,
1966-03-24,596,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1966-03-27,503,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-03-31,1966-03-31,1966-03-31,,,,,USGS,USGS,Unknown,Historical,
1966-04-01,429,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-04-30,1966-04-30,1966-04-30,,,,,USGS,USGS,Unknown,Historical,
1966-05-01,295,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-05-04,1966-05-04,1966-05-04,,,,,USGS,USGS,Unknown,Historical,
1966-05-05,232,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-05-06,1966-05-06,1966-05-06,,,,,USGS,USGS,Unknown,Historical,
1966-05-07,340,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1966-05-08,226,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-05-11,1966-05-11,1966-05-11,,,,,USGS,USGS,Unknown,Historical,
1966-05-12,301,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-05-20,1966-05-20,1966-05-20,,,,,USGS,USGS,Unknown,Historical,
1966-05-21,244,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-05-31,1966-05-31,1966-05-31,,,,,USGS,USGS,Unknown,Historical,
1966-06-01,270,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-06-10,1966-06-10,1966-06-10,,,,,USGS,USGS,Unknown,Historical,
1966-06-11,303,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-06-25,1966-06-25,1966-06-25,,,,,USGS,USGS,Unknown,Historical,
1966-06-26,366,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-06-30,1966-06-30,1966-06-30,,,,,USGS,USGS,Unknown,Historical,
1966-07-01,365,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-07-04,1966-07-04,1966-07-04,,,,,USGS,USGS,Unknown,Historical,
1966-07-05,442,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-07-12,1966-07-12,1966-07-12,,,,,USGS,USGS,Unknown,Historical,
1966-07-13,538,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-07-31,1966-07-31,1966-07-31,,,,,USGS,USGS,Unknown,Historical,
1966-08-01,581,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-08-06,1966-08-06,1966-08-06,,,,,USGS,USGS,Unknown,Historical,
1966-08-07,687,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-08-31,1966-08-31,1966-08-31,,,,,USGS,USGS,Unknown,Historical,
1966-09-01,787,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-09-30,1966-09-30,1966-09-30,,,,,USGS,USGS,Unknown,Historical,
1966-10-01,732,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-10-31,1966-10-31,1966-10-31,,,,,USGS,USGS,Unknown,Historical,
1966-11-01,716,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-11-14,1966-11-14,1966-11-14,,,,,USGS,USGS,Unknown,Historical,
1966-11-15,718,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-11-30,1966-11-30,1966-11-30,,,,,USGS,USGS,Unknown,Historical,
1966-11-29,723,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1966-12-01,725,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-12-05,1966-12-05,1966-12-05,,,,,USGS,USGS,Unknown,Historical,
1966-12-06,624,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-12-08,1966-12-08,1966-12-08,,,,,USGS,USGS,Unknown,Historical,
1966-12-09,721,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1966-12-31,1966-12-31,1966-12-31,,,,,USGS,USGS,Unknown,Historical,
1967-01-01,701,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-01-18,1967-01-18,1967-01-18,,,,,USGS,USGS,Unknown,Historical,
1967-01-19,498,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1967-01-20,678,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-01-31,1967-01-31,1967-01-31,,,,,USGS,USGS,Unknown,Historical,
1967-02-01,664,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-02-14,1967-02-14,1967-02-14,,,,,USGS,USGS,Unknown,Historical,
1967-02-15,647,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-02-28,1967-02-28,1967-02-28,,,,,USGS,USGS,Unknown,Historical,
1967-02-28,701,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1967-03-01,651,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-03-17,1967-03-17,1967-03-17,,,,,USGS,USGS,Unknown,Historical,
1967-03-18,579,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-03-31,1967-03-31,1967-03-31,,,,,USGS,USGS,Unknown,Historical,
1967-04-01,526,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-04-07,1967-04-07,1967-04-07,,,,,USGS,USGS,Unknown,Historical,
1967-04-08,461,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-04-30,1967-04-30,1967-04-30,,,,,USGS,USGS,Unknown,Historical,
1967-05-01,557,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-05-09,1967-05-09,1967-05-09,,,,,USGS,USGS,Unknown,Historical,
1967-05-10,407,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-05-17,1967-05-17,1967-05-17,,,,,USGS,USGS,Unknown,Historical,
1967-05-18,300,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-05-22,1967-05-22,1967-05-22,,,,,USGS,USGS,Unknown,Historical,
1967-05-23,230,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-05-27,1967-05-27,1967-05-27,,,,,USGS,USGS,Unknown,Historical,
1967-05-28,284,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-05-31,1967-05-31,1967-05-31,,,,,USGS,USGS,Unknown,Historical,
1967-06-01,266,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-06-03,1967-06-03,1967-06-03,,,,,USGS,USGS,Unknown,Historical,
1967-06-04,219,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-06-10,1967-06-10,1967-06-10,,,,,USGS,USGS,Unknown,Historical,
1967-06-08,207,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1967-06-11,271,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-06-17,1967-06-17,1967-06-17,,,,,USGS,USGS,Unknown,Historical,
1967-06-18,239,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-06-30,1967-06-30,1967-06-30,,,,,USGS,USGS,Unknown,Historical,
1967-07-01,275,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-07-08,1967-07-08,1967-07-08,,,,,USGS,USGS,Unknown,Historical,
1967-07-09,342,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-07-19,1967-07-19,1967-07-19,,,,,USGS,USGS,Unknown,Historical,
1967-07-20,400,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-07-25,1967-07-25,1967-07-25,,,,,USGS,USGS,Unknown,Historical,
1967-07-26,478,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-07-31,1967-07-31,1967-07-31,,,,,USGS,USGS,Unknown,Historical,
1967-08-01,545,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-08-14,1967-08-14,1967-08-14,,,,,USGS,USGS,Unknown,Historical,
1967-08-15,694,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-08-31,1967-08-31,1967-08-31,,,,,USGS,USGS,Unknown,Historical,
1967-08-23,713,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1967-09-01,684,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-09-15,1967-09-15,1967-09-15,,,,,USGS,USGS,Unknown,Historical,
1967-09-16,662,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1967-09-30,1967-09-30,1967-09-30,,,,,USGS,USGS,Unknown,Historical,
1969-08-26,675,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:30:00
1969-09-25,654,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,12:00:00
1969-10-28,587,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,09:50:00
1969-11-21,634,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:00:00
1969-12-23,621,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,09:15:00
1970-01-27,653,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:00:00
1970-02-24,602,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,17:30:00
1970-03-01,600,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,1970-03-31,1970-03-31,1970-03-31,,,,,USGS,USGS,Unknown,Historical,10:00:00
1970-04-22,556,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:00:00
1970-05-21,252,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:45:00
1970-06-23,220,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,18:00:00
1970-07-28,467,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:45:00
1970-08-26,648,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:50:00
1970-08-26,640,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:55:00
1970-11-24,591,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
1971-02-22,644,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,12:50:00
1971-05-20,395,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:25:00
1971-08-23,700,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:35:00
1971-11-29,628,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:40:00
1972-02-22,623,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,11:50:00
1972-05-15,530,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:45:00
1976-10-01,590,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1976-11-11,690,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1976-12-13,610,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-01-27,650,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-03-02,660,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-03-15,730,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-03-17,630,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-05-04,460,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-06-08,350,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-07-05,680,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-08-08,900,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-09-19,820,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-10-11,740,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-11-15,770,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-12-07,740,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:00:00
1977-12-12,730,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-01-16,640,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-02-13,620,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-03-13,620,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-04-10,470,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-05-22,325,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-06-06,300,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-06-19,240,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-07-18,340,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-08-23,690,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-10-04,880,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-11-15,750,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-11-29,630,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:50:00
1978-12-05,790,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-01-02,595,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-03-26,570,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-04-18,445,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-05-14,430,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-06-04,275,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-06-18,235,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-07-09,240,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-08-13,560,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-10-01,980,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,13:15:00
1979-11-05,840,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,12:05:00
1979-12-19,830,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,11:35:00
1980-01-17,584,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,
1980-01-21,584,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:00:00
1980-01-28,593,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:30:00
1980-01-28,820,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,13:30:00
1980-02-04,588,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:30:00
1980-02-13,574,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:40:00
1980-02-21,554,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:00:00
1980-02-29,584,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:10:00
1980-03-06,448,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:45:00
1980-03-13,595,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,
1980-03-17,640,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,13:10:00
1980-03-27,625,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,13:30:00
1980-03-27,595,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,14:00:00
1980-04-01,579,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,13:40:00
1980-04-08,592,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:30:00
1980-04-17,548,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:30:00
1980-04-25,418,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,13:30:00
1980-04-28,379,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:30:00
1980-04-28,415,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,15:30:00
1980-05-08,318,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,13:00:00
1980-05-13,351,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:30:00
1980-05-23,253,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:00:00
1980-05-30,284,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,14:00:00
1980-06-02,271,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,12:45:00
1980-06-02,280,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:20:00
1980-06-13,205,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,13:00:00
1980-06-16,213,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:35:00
1980-06-16,240,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,13:30:00
1980-06-25,205,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,08:30:00
1980-07-03,230,USGS-09085000,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,Organization other than U.S. Geological Survey,,USGS,USGS,Unknown,Historical,11:45:00
